charID;x;y;width;height;shift;offset
25062;678;665;11;15;13;1
25063;665;665;11;15;13;1
25064;652;665;11;15;13;1
25065;639;665;11;15;13;1
25066;626;665;11;15;13;1
25067;613;665;11;15;13;1
25068;600;665;11;15;13;1
25069;587;665;11;15;13;1
25070;574;665;11;15;13;1
25071;561;665;11;15;13;1
25072;548;665;11;15;13;1
25073;535;665;11;15;13;1
25074;522;665;11;15;13;1
25075;249;665;11;15;13;1
25076;743;665;11;15;13;1
25077;236;665;11;15;13;1
25078;210;665;11;15;13;1
25079;4013;648;11;15;13;1
25080;4000;648;11;15;13;1
25081;3987;648;11;15;13;1
25082;3974;648;11;15;13;1
25083;3961;648;11;15;13;1
25084;3948;648;11;15;13;1
25085;3935;648;11;15;13;1
25086;4026;648;11;15;13;1
25087;3922;648;11;15;13;1
25088;3896;648;11;15;13;1
25089;3883;648;11;15;13;1
25090;3870;648;11;15;13;1
25091;3857;648;11;15;13;1
25092;3844;648;11;15;13;1
25093;3831;648;11;15;13;1
25094;3818;648;11;15;13;1
25095;3909;648;11;15;13;1
25096;4039;648;11;15;13;1
25097;4052;648;10;15;13;2
25098;4064;648;11;15;13;1
25099;197;665;11;15;13;1
25100;184;665;11;15;13;1
25101;171;665;11;15;13;1
25102;158;665;11;15;13;1
25103;145;665;11;15;13;1
25104;132;665;11;15;13;1
25105;119;665;11;15;13;1
25106;106;665;11;15;13;1
25107;93;665;11;15;13;1
25108;80;665;11;15;13;1
25109;67;665;11;15;13;1
25110;54;665;11;15;13;1
25111;41;665;11;15;13;1
25112;28;665;11;15;13;1
25113;15;665;11;15;13;1
25114;2;665;11;15;13;1
25115;4077;648;11;15;13;1
25116;3237;699;11;15;13;1
25117;3933;835;11;15;13;1
25118;3946;835;11;15;13;1
25119;3959;835;11;15;13;1
25120;496;1039;11;15;13;1
25121;483;1039;11;15;13;1
25122;470;1039;11;15;13;1
25123;457;1039;11;15;13;1
25124;444;1039;11;15;13;1
25125;431;1039;11;15;13;1
25126;418;1039;11;15;13;1
25127;509;1039;11;15;13;1
25128;405;1039;11;15;13;1
25129;379;1039;11;15;13;1
25130;366;1039;11;15;13;1
25131;353;1039;11;15;13;1
25132;340;1039;11;15;13;1
25133;327;1039;11;15;13;1
25134;314;1039;11;15;13;1
25135;301;1039;11;15;13;1
25136;392;1039;11;15;13;1
25137;522;1039;11;15;13;1
25138;535;1039;11;15;13;1
25139;548;1039;11;15;13;1
25140;768;1039;11;15;13;1
25141;755;1039;11;15;13;1
25142;742;1039;11;15;13;1
25143;729;1039;11;15;13;1
25144;716;1039;11;15;13;1
25145;703;1039;11;15;13;1
25146;690;1039;11;15;13;1
25147;677;1039;11;15;13;1
25148;665;1039;10;15;13;2
25149;652;1039;11;15;13;1
25150;639;1039;11;15;13;1
25151;626;1039;11;15;13;1
25152;613;1039;11;15;13;1
25153;600;1039;11;15;13;1
25154;587;1039;11;15;13;1
25155;574;1039;11;15;13;1
25156;561;1039;11;15;13;1
25157;288;1039;11;15;13;1
25158;781;1039;11;15;13;1
25159;275;1039;11;15;13;1
25160;249;1039;11;15;13;1
25161;4047;1022;11;15;13;1
25162;4034;1022;11;15;13;1
25163;4021;1022;11;15;13;1
25164;4015;1022;4;15;13;1
25165;4002;1022;11;15;13;1
25166;3989;1022;11;15;13;1
25167;3976;1022;11;15;13;1
25168;4060;1022;11;15;13;1
25169;3963;1022;11;15;13;1
25170;3937;1022;11;15;13;1
25171;3924;1022;11;15;13;1
25172;3911;1022;11;15;13;1
25173;3898;1022;11;15;13;1
25174;3885;1022;11;15;13;1
25175;3872;1022;11;15;13;1
25176;3859;1022;11;15;13;1
25177;3950;1022;11;15;13;1
25178;4073;1022;11;15;13;1
25179;2;1039;11;15;13;1
25180;15;1039;11;15;13;1
25181;236;1039;11;15;13;1
25182;223;1039;11;15;13;1
25183;210;1039;11;15;13;1
25184;197;1039;11;15;13;1
25185;184;1039;11;15;13;1
25186;171;1039;11;15;13;1
25187;158;1039;11;15;13;1
25188;145;1039;11;15;13;1
25189;132;1039;11;15;13;1
25190;119;1039;11;15;13;1
25191;106;1039;11;15;13;1
25192;93;1039;11;15;13;1
25193;80;1039;11;15;13;1
25194;67;1039;11;15;13;1
25195;54;1039;11;15;13;1
25196;41;1039;11;15;13;1
25197;28;1039;11;15;13;1
25198;262;1039;11;15;13;1
25199;794;1039;11;15;13;1
25200;807;1039;11;15;13;1
25201;820;1039;11;15;13;1
25202;1574;1039;11;15;13;1
25203;1561;1039;11;15;13;1
25204;1548;1039;11;15;13;1
25205;1535;1039;11;15;13;1
25206;1522;1039;11;15;13;1
25207;1509;1039;11;15;13;1
25208;1496;1039;11;15;13;1
25209;1483;1039;11;15;13;1
25210;1470;1039;11;15;13;1
25211;1457;1039;11;15;13;1
25212;1444;1039;11;15;13;1
25213;1431;1039;11;15;13;1
25214;1418;1039;11;15;13;1
25215;1405;1039;11;15;13;1
25216;1392;1039;11;15;13;1
25217;1379;1039;11;15;13;1
25218;1366;1039;11;15;13;1
25219;1587;1039;11;15;13;1
25220;1613;1039;11;15;13;1
25221;1860;1039;11;15;13;1
25222;1626;1039;11;15;13;1
25223;1847;1039;11;15;13;1
25224;1834;1039;11;15;13;1
25225;1821;1039;11;15;13;1
25226;1808;1039;11;15;13;1
25227;1795;1039;11;15;13;1
25228;1782;1039;11;15;13;1
25229;1769;1039;11;15;13;1
25230;1756;1039;11;15;13;1
25231;1743;1039;11;15;13;1
25232;1730;1039;11;15;13;1
25233;1717;1039;11;15;13;1
25234;1704;1039;11;15;13;1
25235;1691;1039;11;15;13;1
25236;1678;1039;11;15;13;1
25237;1665;1039;11;15;13;1
25238;1652;1039;11;15;13;1
25239;1639;1039;11;15;13;1
25240;1353;1039;11;15;13;1
25241;1340;1039;11;15;13;1
25242;1327;1039;11;15;13;1
25243;1314;1039;11;15;13;1
25244;1028;1039;11;15;13;1
25245;1015;1039;11;15;13;1
25246;1002;1039;11;15;13;1
25247;989;1039;11;15;13;1
25248;976;1039;11;15;13;1
25249;963;1039;11;15;13;1
25250;950;1039;11;15;13;1
25251;1041;1039;11;15;13;1
25252;937;1039;11;15;13;1
25253;911;1039;11;15;13;1
25254;898;1039;11;15;13;1
25255;885;1039;11;15;13;1
25256;872;1039;11;15;13;1
25257;859;1039;11;15;13;1
25258;846;1039;11;15;13;1
25259;833;1039;11;15;13;1
25260;924;1039;11;15;13;1
25261;1054;1039;11;15;13;1
25262;1067;1039;11;15;13;1
25263;1080;1039;11;15;13;1
25264;1301;1039;11;15;13;1
25265;1288;1039;11;15;13;1
25266;1275;1039;11;15;13;1
25267;1262;1039;11;15;13;1
25268;1249;1039;11;15;13;1
25269;1236;1039;11;15;13;1
25270;1223;1039;11;15;13;1
25271;1210;1039;11;15;13;1
25272;1197;1039;11;15;13;1
25273;1184;1039;11;15;13;1
25274;1171;1039;11;15;13;1
25275;1158;1039;11;15;13;1
25276;1145;1039;11;15;13;1
25277;1132;1039;11;15;13;1
25278;1119;1039;11;15;13;1
25279;1106;1039;11;15;13;1
25280;1093;1039;11;15;13;1
25281;3846;1022;11;15;13;1
25282;3833;1022;11;15;13;1
25283;3820;1022;11;15;13;1
25284;2754;1022;11;15;13;1
25285;2455;1022;11;15;13;1
25286;2442;1022;11;15;13;1
25287;2429;1022;11;15;13;1
25288;2416;1022;11;15;13;1
25289;2403;1022;11;15;13;1
25290;2390;1022;11;15;13;1
25291;2377;1022;11;15;13;1
25292;2468;1022;11;15;13;1
25293;2364;1022;11;15;13;1
25294;2338;1022;11;15;13;1
25295;2325;1022;11;15;13;1
25296;2312;1022;11;15;13;1
25297;2299;1022;11;15;13;1
25298;2286;1022;11;15;13;1
25299;2273;1022;11;15;13;1
25300;2260;1022;11;15;13;1
25301;2351;1022;11;15;13;1
25302;2481;1022;11;15;13;1
25303;2494;1022;11;15;13;1
25304;2507;1022;11;15;13;1
25305;2728;1022;11;15;13;1
25306;2715;1022;11;15;13;1
25307;2702;1022;11;15;13;1
25308;2689;1022;11;15;13;1
25309;2676;1022;11;15;13;1
25310;2663;1022;11;15;13;1
25311;2650;1022;11;15;13;1
25312;2637;1022;11;15;13;1
25313;2624;1022;11;15;13;1
25314;2611;1022;11;15;13;1
25315;2598;1022;11;15;13;1
25316;2585;1022;11;15;13;1
25317;2572;1022;11;15;13;1
25318;2559;1022;11;15;13;1
25319;2546;1022;11;15;13;1
25320;2533;1022;11;15;13;1
25321;2520;1022;11;15;13;1
25322;2247;1022;11;15;13;1
25323;2741;1022;11;15;13;1
25324;2234;1022;11;15;13;1
25325;2208;1022;11;15;13;1
25326;1922;1022;11;15;13;1
25327;1909;1022;11;15;13;1
25328;1896;1022;11;15;13;1
25329;1883;1022;11;15;13;1
25330;1870;1022;11;15;13;1
25331;1857;1022;11;15;13;1
25332;1844;1022;11;15;13;1
25333;1935;1022;11;15;13;1
25334;1831;1022;11;15;13;1
25335;1805;1022;11;15;13;1
25336;1792;1022;11;15;13;1
25337;1779;1022;11;15;13;1
25338;1766;1022;11;15;13;1
25339;1753;1022;11;15;13;1
25340;1740;1022;11;15;13;1
25341;1727;1022;11;15;13;1
25342;1818;1022;11;15;13;1
25343;1948;1022;11;15;13;1
25344;1961;1022;11;15;13;1
25345;1974;1022;11;15;13;1
25346;2195;1022;11;15;13;1
25347;2182;1022;11;15;13;1
25348;2169;1022;11;15;13;1
25349;2156;1022;11;15;13;1
25350;2143;1022;11;15;13;1
25351;2130;1022;11;15;13;1
25352;2117;1022;11;15;13;1
25353;2104;1022;11;15;13;1
25354;2091;1022;11;15;13;1
25355;2078;1022;11;15;13;1
25356;2065;1022;11;15;13;1
25357;2052;1022;11;15;13;1
25358;2039;1022;11;15;13;1
25359;2026;1022;11;15;13;1
25360;2013;1022;11;15;13;1
25361;2000;1022;11;15;13;1
25362;1987;1022;11;15;13;1
25363;2221;1022;11;15;13;1
25364;2767;1022;11;15;13;1
25365;3287;1022;11;15;13;1
25366;2780;1022;11;15;13;1
25367;3521;1022;11;15;13;1
25368;3508;1022;11;15;13;1
25369;3495;1022;11;15;13;1
25370;3482;1022;11;15;13;1
25371;3469;1022;11;15;13;1
25372;3456;1022;11;15;13;1
25373;3443;1022;11;15;13;1
25374;3534;1022;11;15;13;1
25375;3430;1022;11;15;13;1
25376;3404;1022;11;15;13;1
25377;3391;1022;11;15;13;1
25378;3378;1022;11;15;13;1
25379;3365;1022;11;15;13;1
25380;3352;1022;11;15;13;1
25381;3339;1022;11;15;13;1
25382;3326;1022;11;15;13;1
25383;3417;1022;11;15;13;1
25384;3547;1022;11;15;13;1
25385;3560;1022;11;15;13;1
25386;3573;1022;11;15;13;1
25387;3794;1022;11;15;13;1
25388;3781;1022;11;15;13;1
25389;3768;1022;11;15;13;1
25390;3755;1022;11;15;13;1
25391;3742;1022;11;15;13;1
25392;3729;1022;11;15;13;1
25393;3716;1022;11;15;13;1
25394;3703;1022;11;15;13;1
25395;3690;1022;11;15;13;1
25396;3677;1022;11;15;13;1
25397;3664;1022;11;15;13;1
25398;3651;1022;11;15;13;1
25399;3638;1022;11;15;13;1
25400;3625;1022;11;15;13;1
25401;3612;1022;11;15;13;1
25402;3599;1022;11;15;13;1
25403;3586;1022;11;15;13;1
25404;3313;1022;11;15;13;1
25405;3807;1022;11;15;13;1
25406;3300;1022;11;15;13;1
25407;3274;1022;11;15;13;1
25408;2988;1022;11;15;13;1
25409;2975;1022;11;15;13;1
25410;2962;1022;11;15;13;1
25411;2949;1022;11;15;13;1
25412;2936;1022;11;15;13;1
25413;2923;1022;11;15;13;1
25414;2910;1022;11;15;13;1
25415;3001;1022;11;15;13;1
25416;2897;1022;11;15;13;1
25417;2871;1022;11;15;13;1
25418;2858;1022;11;15;13;1
25419;2845;1022;11;15;13;1
25420;2832;1022;11;15;13;1
25421;2819;1022;11;15;13;1
25422;2806;1022;11;15;13;1
25423;2793;1022;11;15;13;1
25424;2884;1022;11;15;13;1
25425;3014;1022;11;15;13;1
25426;3027;1022;11;15;13;1
25427;3040;1022;11;15;13;1
25428;3261;1022;11;15;13;1
25429;3248;1022;11;15;13;1
25430;3235;1022;11;15;13;1
25431;3222;1022;11;15;13;1
25432;3209;1022;11;15;13;1
25433;3196;1022;11;15;13;1
25434;3183;1022;11;15;13;1
25435;3170;1022;11;15;13;1
25436;3157;1022;11;15;13;1
25437;3144;1022;11;15;13;1
25438;3131;1022;11;15;13;1
25439;3118;1022;11;15;13;1
25440;3105;1022;11;15;13;1
25441;3092;1022;11;15;13;1
25442;3079;1022;11;15;13;1
25443;3066;1022;11;15;13;1
25444;3053;1022;11;15;13;1
25445;1600;1039;11;15;13;1
25446;1886;1039;11;15;13;1
25447;1796;1056;11;15;13;1
25448;1899;1039;11;15;13;1
25449;691;1056;11;15;13;1
25450;678;1056;11;15;13;1
25451;665;1056;11;15;13;1
25452;652;1056;11;15;13;1
25453;639;1056;11;15;13;1
25454;626;1056;11;15;13;1
25455;613;1056;11;15;13;1
25456;704;1056;11;15;13;1
25457;600;1056;11;15;13;1
25458;574;1056;11;15;13;1
25459;561;1056;11;15;13;1
25460;548;1056;11;15;13;1
25461;535;1056;11;15;13;1
25462;522;1056;11;15;13;1
25463;509;1056;11;15;13;1
25464;496;1056;11;15;13;1
25465;587;1056;11;15;13;1
25466;717;1056;11;15;13;1
25467;730;1056;11;15;13;1
25468;743;1056;11;15;13;1
25469;964;1056;11;15;13;1
25470;951;1056;11;15;13;1
25471;938;1056;11;15;13;1
25472;925;1056;11;15;13;1
25473;912;1056;11;15;13;1
25474;899;1056;11;15;13;1
25475;886;1056;11;15;13;1
25476;873;1056;11;15;13;1
25477;860;1056;11;15;13;1
25478;847;1056;11;15;13;1
25479;834;1056;11;15;13;1
25480;821;1056;11;15;13;1
25481;808;1056;11;15;13;1
25482;795;1056;11;15;13;1
25483;782;1056;11;15;13;1
25484;769;1056;11;15;13;1
25485;756;1056;11;15;13;1
25486;483;1056;11;15;13;1
25487;977;1056;11;15;13;1
25488;470;1056;11;15;13;1
25489;444;1056;11;15;13;1
25490;158;1056;11;15;13;1
25491;145;1056;11;15;13;1
25492;132;1056;11;15;13;1
25493;119;1056;11;15;13;1
25494;106;1056;11;15;13;1
25495;93;1056;11;15;13;1
25496;80;1056;11;15;13;1
25497;171;1056;11;15;13;1
25498;67;1056;11;15;13;1
25499;41;1056;11;15;13;1
25500;28;1056;11;15;13;1
25501;15;1056;11;15;13;1
25502;2;1056;11;15;13;1
25503;4070;1039;11;15;13;1
25504;4057;1039;11;15;13;1
25505;4044;1039;11;15;13;1
25506;54;1056;11;15;13;1
25507;184;1056;11;15;13;1
25508;197;1056;11;15;13;1
25509;210;1056;11;15;13;1
25510;431;1056;11;15;13;1
25511;418;1056;11;15;13;1
25512;405;1056;11;15;13;1
25513;392;1056;11;15;13;1
25514;379;1056;11;15;13;1
25515;366;1056;11;15;13;1
25516;353;1056;11;15;13;1
25517;340;1056;11;15;13;1
25518;327;1056;11;15;13;1
25519;314;1056;11;15;13;1
25520;301;1056;11;15;13;1
25521;288;1056;11;15;13;1
25522;275;1056;11;15;13;1
25523;262;1056;11;15;13;1
25524;249;1056;11;15;13;1
25525;236;1056;11;15;13;1
25526;223;1056;11;15;13;1
25527;457;1056;11;15;13;1
25528;990;1056;11;15;13;1
25529;1003;1056;11;15;13;1
25530;1016;1056;11;15;13;1
25531;1770;1056;11;15;13;1
25532;1757;1056;11;15;13;1
25533;1744;1056;11;15;13;1
25534;1731;1056;11;15;13;1
25535;1718;1056;11;15;13;1
25536;1705;1056;11;15;13;1
25537;1692;1056;11;15;13;1
25538;1679;1056;11;15;13;1
25539;1666;1056;11;15;13;1
25540;1653;1056;11;15;13;1
25541;1640;1056;11;15;13;1
25542;1627;1056;11;15;13;1
25543;1614;1056;11;15;13;1
25544;1601;1056;11;15;13;1
25545;1588;1056;11;15;13;1
25546;1575;1056;11;15;13;1
25547;1562;1056;11;15;13;1
25548;1783;1056;11;15;13;1
25549;1809;1056;11;15;13;1
25550;2056;1056;11;15;13;1
25551;1822;1056;11;15;13;1
25552;2043;1056;11;15;13;1
25553;2030;1056;11;15;13;1
25554;2017;1056;11;15;13;1
25555;2004;1056;11;15;13;1
25556;1991;1056;11;15;13;1
25557;1978;1056;11;15;13;1
25558;1965;1056;11;15;13;1
25559;1952;1056;11;15;13;1
25560;1939;1056;11;15;13;1
25561;1926;1056;11;15;13;1
25562;1913;1056;11;15;13;1
25563;1900;1056;11;15;13;1
25564;1887;1056;11;15;13;1
25565;1874;1056;11;15;13;1
25566;1861;1056;11;15;13;1
25567;1848;1056;11;15;13;1
25568;1835;1056;11;15;13;1
25569;1549;1056;11;15;13;1
25570;1536;1056;11;15;13;1
25571;1523;1056;11;15;13;1
25572;1510;1056;11;15;13;1
25573;1224;1056;11;15;13;1
25574;1211;1056;11;15;13;1
25575;1198;1056;11;15;13;1
25576;1185;1056;11;15;13;1
25577;1172;1056;11;15;13;1
25578;1159;1056;11;15;13;1
25579;1146;1056;11;15;13;1
25580;1237;1056;11;15;13;1
25581;1133;1056;11;15;13;1
25582;1107;1056;11;15;13;1
25583;1094;1056;11;15;13;1
25584;1081;1056;11;15;13;1
25585;1068;1056;11;15;13;1
25586;1055;1056;11;15;13;1
25587;1042;1056;11;15;13;1
25588;1029;1056;11;15;13;1
25589;1120;1056;11;15;13;1
25590;1250;1056;11;15;13;1
25591;1263;1056;11;15;13;1
25592;1276;1056;11;15;13;1
25593;1497;1056;11;15;13;1
25594;1484;1056;11;15;13;1
25595;1471;1056;11;15;13;1
25596;1458;1056;11;15;13;1
25597;1445;1056;11;15;13;1
25598;1432;1056;11;15;13;1
25599;1419;1056;11;15;13;1
25600;1406;1056;11;15;13;1
25601;1393;1056;11;15;13;1
25602;1380;1056;11;15;13;1
25603;1367;1056;11;15;13;1
25604;1354;1056;11;15;13;1
25605;1341;1056;11;15;13;1
25606;1328;1056;11;15;13;1
25607;1315;1056;11;15;13;1
25608;1302;1056;11;15;13;1
25609;1289;1056;11;15;13;1
25610;4031;1039;11;15;13;1
25611;4018;1039;11;15;13;1
25612;4005;1039;11;15;13;1
25613;2939;1039;11;15;13;1
25614;2640;1039;11;15;13;1
25615;2627;1039;11;15;13;1
25616;2614;1039;11;15;13;1
25617;2601;1039;11;15;13;1
25618;2588;1039;11;15;13;1
25619;2575;1039;11;15;13;1
25620;2562;1039;11;15;13;1
25621;2653;1039;11;15;13;1
25622;2549;1039;11;15;13;1
25623;2523;1039;11;15;13;1
25624;2510;1039;11;15;13;1
25625;2497;1039;11;15;13;1
25626;2484;1039;11;15;13;1
25627;2471;1039;11;15;13;1
25628;2458;1039;11;15;13;1
25629;2445;1039;11;15;13;1
25630;2536;1039;11;15;13;1
25631;2666;1039;11;15;13;1
25632;2679;1039;11;15;13;1
25633;2692;1039;11;15;13;1
25634;2913;1039;11;15;13;1
25635;2900;1039;11;15;13;1
25636;2887;1039;11;15;13;1
25637;2874;1039;11;15;13;1
25638;2861;1039;11;15;13;1
25639;2848;1039;11;15;13;1
25640;2835;1039;11;15;13;1
25641;2822;1039;11;15;13;1
25642;2809;1039;11;15;13;1
25643;2796;1039;11;15;13;1
25644;2783;1039;11;15;13;1
25645;2770;1039;11;15;13;1
25646;2757;1039;11;15;13;1
25647;2744;1039;11;15;13;1
25648;2731;1039;11;15;13;1
25649;2718;1039;11;15;13;1
25650;2705;1039;11;15;13;1
25651;2432;1039;11;15;13;1
25652;2926;1039;11;15;13;1
25653;2419;1039;11;15;13;1
25654;2393;1039;11;15;13;1
25655;2107;1039;11;15;13;1
25656;2094;1039;11;15;13;1
25657;2081;1039;11;15;13;1
25658;2068;1039;11;15;13;1
25659;2055;1039;11;15;13;1
25660;2042;1039;11;15;13;1
25661;2029;1039;11;15;13;1
25662;2120;1039;11;15;13;1
25663;2016;1039;11;15;13;1
25664;1990;1039;11;15;13;1
25665;1977;1039;11;15;13;1
25666;1964;1039;11;15;13;1
25667;1951;1039;11;15;13;1
25668;1938;1039;11;15;13;1
25669;1925;1039;11;15;13;1
25670;1912;1039;11;15;13;1
25671;2003;1039;11;15;13;1
25672;2133;1039;11;15;13;1
25673;2146;1039;11;15;13;1
25674;2159;1039;11;15;13;1
25675;2380;1039;11;15;13;1
25676;2367;1039;11;15;13;1
25677;2354;1039;11;15;13;1
25678;2341;1039;11;15;13;1
25679;2328;1039;11;15;13;1
25680;2315;1039;11;15;13;1
25681;2302;1039;11;15;13;1
25682;2289;1039;11;15;13;1
25683;2276;1039;11;15;13;1
25684;2263;1039;11;15;13;1
25685;2250;1039;11;15;13;1
25686;2237;1039;11;15;13;1
25687;2224;1039;11;15;13;1
25688;2211;1039;11;15;13;1
25689;2198;1039;11;15;13;1
25690;2185;1039;11;15;13;1
25691;2172;1039;11;15;13;1
25692;2406;1039;11;15;13;1
25693;2952;1039;11;15;13;1
25694;3472;1039;11;15;13;1
25695;2965;1039;11;15;13;1
25696;3706;1039;11;15;13;1
25697;3693;1039;11;15;13;1
25698;3680;1039;11;15;13;1
25699;3667;1039;11;15;13;1
25700;3654;1039;11;15;13;1
25701;3641;1039;11;15;13;1
25702;3628;1039;11;15;13;1
25703;3719;1039;11;15;13;1
25704;3615;1039;11;15;13;1
25705;3589;1039;11;15;13;1
25706;3576;1039;11;15;13;1
25707;3563;1039;11;15;13;1
25708;3550;1039;11;15;13;1
25709;3537;1039;11;15;13;1
25710;3524;1039;11;15;13;1
25711;3511;1039;11;15;13;1
25712;3602;1039;11;15;13;1
25713;3732;1039;11;15;13;1
25714;3745;1039;11;15;13;1
25715;3758;1039;11;15;13;1
25716;3979;1039;11;15;13;1
25717;3966;1039;11;15;13;1
25718;3953;1039;11;15;13;1
25719;3940;1039;11;15;13;1
25720;3927;1039;11;15;13;1
25721;3914;1039;11;15;13;1
25722;3901;1039;11;15;13;1
25723;3888;1039;11;15;13;1
25724;3875;1039;11;15;13;1
25725;3862;1039;11;15;13;1
25726;3849;1039;11;15;13;1
25727;3836;1039;11;15;13;1
25728;3823;1039;11;15;13;1
25729;3810;1039;11;15;13;1
25730;3797;1039;11;15;13;1
25731;3784;1039;11;15;13;1
25732;3771;1039;11;15;13;1
25733;3498;1039;11;15;13;1
25734;3992;1039;11;15;13;1
25735;3485;1039;11;15;13;1
25736;3459;1039;11;15;13;1
25737;3173;1039;11;15;13;1
25738;3160;1039;11;15;13;1
25739;3147;1039;11;15;13;1
25740;3134;1039;11;15;13;1
25741;3121;1039;11;15;13;1
25742;3108;1039;11;15;13;1
25743;3095;1039;11;15;13;1
25744;3186;1039;11;15;13;1
25745;3082;1039;11;15;13;1
25746;3056;1039;11;15;13;1
25747;3043;1039;11;15;13;1
25748;3030;1039;11;15;13;1
25749;3017;1039;11;15;13;1
25750;3004;1039;11;15;13;1
25751;2991;1039;11;15;13;1
25752;2978;1039;11;15;13;1
25753;3069;1039;11;15;13;1
25754;3199;1039;11;15;13;1
25755;3212;1039;11;15;13;1
25756;3225;1039;11;15;13;1
25757;3446;1039;11;15;13;1
25758;3433;1039;11;15;13;1
25759;3420;1039;11;15;13;1
25760;3407;1039;11;15;13;1
25761;3394;1039;11;15;13;1
25762;3381;1039;11;15;13;1
25763;3368;1039;11;15;13;1
25764;3355;1039;11;15;13;1
25765;3342;1039;11;15;13;1
25766;3329;1039;11;15;13;1
25767;3316;1039;11;15;13;1
25768;3303;1039;11;15;13;1
25769;3290;1039;11;15;13;1
25770;3277;1039;11;15;13;1
25771;3264;1039;11;15;13;1
25772;3251;1039;11;15;13;1
25773;3238;1039;11;15;13;1
25774;1714;1022;11;15;13;1
25775;1873;1039;11;15;13;1
25776;1701;1022;11;15;13;1
25777;1510;1005;11;15;13;1
25778;132;1005;11;15;13;1
25779;119;1005;11;15;13;1
25780;106;1005;11;15;13;1
25781;93;1005;11;15;13;1
25782;80;1005;11;15;13;1
25783;67;1005;11;15;13;1
25784;54;1005;11;15;13;1
25785;145;1005;11;15;13;1
25786;41;1005;11;15;13;1
25787;15;1005;11;15;13;1
25788;2;1005;11;15;13;1
25789;4076;988;11;15;13;1
25790;4063;988;11;15;13;1
25791;4050;988;11;15;13;1
25792;4037;988;11;15;13;1
25793;4024;988;11;15;13;1
25794;28;1005;11;15;13;1
25795;158;1005;11;15;13;1
25796;171;1005;11;15;13;1
25797;184;1005;11;15;13;1
25798;405;1005;11;15;13;1
25799;392;1005;11;15;13;1
25800;379;1005;11;15;13;1
25801;366;1005;11;15;13;1
25802;353;1005;11;15;13;1
25803;340;1005;11;15;13;1
25804;327;1005;11;15;13;1
25805;314;1005;11;15;13;1
25806;301;1005;11;15;13;1
25807;288;1005;11;15;13;1
25808;275;1005;11;15;13;1
25809;262;1005;11;15;13;1
25810;249;1005;11;15;13;1
25811;236;1005;11;15;13;1
25812;223;1005;11;15;13;1
25813;210;1005;11;15;13;1
25814;197;1005;11;15;13;1
25815;4011;988;11;15;13;1
25816;418;1005;11;15;13;1
25817;3998;988;11;15;13;1
25818;3972;988;11;15;13;1
25819;3686;988;11;15;13;1
25820;3673;988;11;15;13;1
25821;3660;988;11;15;13;1
25822;3647;988;11;15;13;1
25823;3634;988;11;15;13;1
25824;3621;988;11;15;13;1
25825;3608;988;11;15;13;1
25826;3699;988;11;15;13;1
25827;3595;988;11;15;13;1
25828;3569;988;11;15;13;1
25829;3556;988;11;15;13;1
25830;3543;988;11;15;13;1
25831;3530;988;11;15;13;1
25832;3517;988;11;15;13;1
25833;3504;988;11;15;13;1
25834;3491;988;11;15;13;1
25835;3582;988;11;15;13;1
25836;3712;988;11;15;13;1
25837;3725;988;11;15;13;1
25838;3738;988;11;15;13;1
25839;3959;988;11;15;13;1
25840;3946;988;11;15;13;1
25841;3933;988;11;15;13;1
25842;3920;988;11;15;13;1
25843;3907;988;11;15;13;1
25844;3894;988;11;15;13;1
25845;3881;988;11;15;13;1
25846;3868;988;11;15;13;1
25847;3855;988;11;15;13;1
25848;3842;988;11;15;13;1
25849;3829;988;11;15;13;1
25850;3816;988;11;15;13;1
25851;3803;988;11;15;13;1
25852;3790;988;11;15;13;1
25853;3777;988;11;15;13;1
25854;3764;988;11;15;13;1
25855;3751;988;11;15;13;1
25856;3985;988;11;15;13;1
25857;431;1005;11;15;13;1
25858;444;1005;11;15;13;1
25859;457;1005;11;15;13;1
25860;1211;1005;11;15;13;1
25861;1198;1005;11;15;13;1
25862;1185;1005;11;15;13;1
25863;1172;1005;11;15;13;1
25864;1159;1005;11;15;13;1
25865;1146;1005;11;15;13;1
25866;1133;1005;11;15;13;1
25867;1120;1005;11;15;13;1
25868;1107;1005;11;15;13;1
25869;1094;1005;11;15;13;1
25870;1081;1005;11;15;13;1
25871;1068;1005;11;15;13;1
25872;1055;1005;11;15;13;1
25873;1042;1005;11;15;13;1
25874;1029;1005;11;15;13;1
25875;1016;1005;11;15;13;1
25876;1003;1005;11;15;13;1
25877;1224;1005;11;15;13;1
25878;1250;1005;11;15;13;1
25879;1497;1005;11;15;13;1
25880;1263;1005;11;15;13;1
25881;1484;1005;11;15;13;1
25882;1471;1005;11;15;13;1
25883;1458;1005;11;15;13;1
25884;1445;1005;11;15;13;1
25885;1432;1005;11;15;13;1
25886;1419;1005;11;15;13;1
25887;1406;1005;11;15;13;1
25888;1393;1005;11;15;13;1
25889;1380;1005;11;15;13;1
25890;1367;1005;11;15;13;1
25891;1354;1005;11;15;13;1
25892;1341;1005;11;15;13;1
25893;1328;1005;11;15;13;1
25894;1315;1005;11;15;13;1
25895;1302;1005;11;15;13;1
25896;1289;1005;11;15;13;1
25897;1276;1005;11;15;13;1
25898;990;1005;11;15;13;1
25899;977;1005;11;15;13;1
25900;964;1005;11;15;13;1
25901;951;1005;11;15;13;1
25902;665;1005;11;15;13;1
25903;652;1005;11;15;13;1
